Start,End,Open,High,Low,Close,Volume,Market Cap
2025-01-17,2025-01-18,0.7282745759673559,0.7387652127778432,0.7245034696266772,0.7301312667148733,28212843.233449478,2046084187.4285715
2025-01-18,2025-01-19,0.7302231765951085,0.731466584762676,0.6741578363393145,0.6947253602426692,29781296.278745644,1966307962.477352
2025-01-19,2025-01-20,0.6807915421472832,0.6965345129857231,0.5651494650132828,0.5688735400168755,30434017.8815331,1885110868.6271777
2025-01-20,2025-01-21,0.5662209033899854,0.6460547465505598,0.5146636078611012,0.5185547832330617,19289914.581881534,1577863275.5993032
2025-01-21,2025-01-22,0.5181594958558488,0.6699745003392122,0.5049655852189552,0.6643272998608278,24460218.11149826,1725760742.174216
2025-01-22,2025-01-23,0.6653665744036968,0.6840282874919078,0.6049669242085726,0.6789133736374605,27209107.473867595,1889939542.9616725
2025-01-23,2025-01-24,0.677554346696651,0.6839364242714411,0.579074760732482,0.6800479765809982,22716082.731707316,1895996766.0766551
2025-01-24,2025-01-25,0.6797032467669194,0.6797032467669194,0.5306374466493043,0.5365564700176616,7720305.595818816,1620150992.0731707
2025-01-25,2025-01-26,0.5363943195967822,0.5453720489832095,0.5293985532015897,0.539549012169985,4939110.414634147,1514021334.1567943
2025-01-26,2025-01-27,0.5368373962075975,0.5542088815127929,0.518115446112805,0.5184154953074918,2518653.557491289,1517446319.878049
2025-01-27,2025-01-28,0.5172317263567238,0.5194426388790873,0.46410260686548865,0.49245328613722594,4683445.832752613,1364488298.2090592
2025-01-28,2025-01-29,0.49276211020533045,0.49456632900607755,0.437633634661793,0.4397804429293081,3539258.3275261326,1334753896.8536584
2025-01-29,2025-01-30,0.4406608893878052,0.4971749371882657,0.4406608893878052,0.4884607364878447,3631649.763066202,1309260272.8188152
2025-01-30,2025-01-31,0.4865750519045206,0.5329496766138764,0.4865750519045206,0.5183888574442823,4795378.320557491,1435170660.0452962
2025-01-31,2025-02-01,0.5172753167193437,0.6131004650139903,0.5018650807728464,0.5675922360832092,6156955.400696864,1542852578.379791
2025-02-01,2025-02-02,0.5646889569871919,0.5748577074842373,0.4923116583038524,0.4955518395828479,6805836.696864111,1502939641.2404182
2025-02-02,2025-02-03,0.4935190517132491,0.5148875937186069,0.43915790786388986,0.4574211713881888,2913089.2891986063,1373296247.097561
2025-02-03,2025-02-04,0.4539524197836173,0.4775686916742882,0.345067229904877,0.46930041843933556,6788185.3066202095,1203717931.445993
2025-02-04,2025-02-05,0.47106513264344696,0.4724318771163362,0.41489598247433446,0.43705100683310055,7305641.505226481,1225864540.9198606
2025-02-05,2025-02-06,0.43645575463478437,0.45698453153239016,0.4269312874451099,0.4386279298409304,3086932.43902439,1224761862.2682927
2025-02-06,2025-02-07,0.4378780822813261,0.47192227133735876,0.4223828672543691,0.4223828672543691,3279425.149825784,1247142223.8327527
2025-02-07,2025-02-08,0.4265007707107886,0.4468376170840414,0.3892684096245011,0.3972667005981544,3109359.0348432055,1196398839.512195
2025-02-08,2025-02-09,0.398096679481456,0.41743193577262205,0.38315095855504344,0.41500874481755173,3164508.93728223,1113763801.2508712
2025-02-09,2025-02-10,0.4139416147928034,0.4185810533686225,0.3941823477687433,0.4109450200517407,2650964.668989547,1148118224.0034842
2025-02-10,2025-02-11,0.4131183427566225,0.4518397901567784,0.40103390351018176,0.4354384576572991,2165042.2787456447,1176590916.9059234
2025-02-11,2025-02-12,0.4353212161683932,0.4891078094163322,0.4353212161683932,0.46676464080301494,3844235.069686411,1298572761.020906
2025-02-12,2025-02-13,0.4669100170608936,0.528575126383737,0.46656580548785204,0.528575126383737,5404370.3066202095,1365626265.4006968
2025-02-13,2025-02-14,0.5300605500189899,0.5494776844796512,0.49337820605924176,0.4933839113545099,7990302.12891986,1452487563.2299652
2025-02-14,2025-02-15,0.4933603459960339,0.5566464542374571,0.49208236440723496,0.5489101198193705,3476013.4912891984,1497799091.8850174
2025-02-15,2025-02-16,0.5487524773678422,0.5603071821098531,0.5104776246659225,0.5141210009261299,1416143.1742160278,1498945302.369338
